990923.5,xxlarge,Emb,0.0165438781286381
990923.5,xxlarge,Jupiter,9.13257765407707E-07
990923.5,xxlarge,Mars,3.23417089363976E-06
990923.5,xxlarge,Mercury,2.3914244992533E-06
990923.5,xxlarge,Neptune,8.70667306401226E-08
990923.5,xxlarge,Saturn,6.77759780464774E-07
990923.5,xxlarge,Uranus,1.84672623431925E-07
990923.5,xxlarge,Venus,5.0203462961894E-06
990923.5,xlarge,Emb,0.150281239109154
990923.5,xlarge,Jupiter,1.51294432044994E-05
990923.5,xlarge,Mars,8.51570085124355E-05
990923.5,xlarge,Mercury,4.82538795602822E-05
990923.5,xlarge,Neptune,1.8950528829419E-06
990923.5,xlarge,Saturn,1.05125992205412E-05
990923.5,xlarge,Uranus,2.09841056427862E-06
990923.5,xlarge,Venus,7.14407582269545E-05
990923.5,large,Emb,0.669392492915356
990923.5,large,Jupiter,4.41465554203421E-05
990923.5,large,Mars,0.000217202724486454
990923.5,large,Mercury,8.74109292910744E-05
990923.5,large,Neptune,2.05457784403115E-06
990923.5,large,Saturn,8.77448637488262E-05
990923.5,large,Uranus,7.92688940042904E-06
990923.5,large,Venus,0.000367143096578196
990923.5,small,Emb,1.83099523636749
990923.5,small,Jupiter,0.000167391744851927
990923.5,small,Mars,0.00137885450539914
990923.5,small,Mercury,0.000618197971956191
990923.5,small,Neptune,2.03942003008672E-05
990923.5,small,Saturn,0.000495789369214646
990923.5,small,Uranus,0.00010244745404776
990923.5,small,Venus,0.000801283463981787
990923.5,xsmall,Emb,1.31299627314368
990923.5,xsmall,Jupiter,0.00248997164897474
990923.5,xsmall,Mars,0.00288707952011699
990923.5,xsmall,Mercury,0.00128275579882048
990923.5,xsmall,Neptune,9.28542847824771E-06
990923.5,xsmall,Saturn,0.00697156196647599
990923.5,xsmall,Uranus,0.00123142198943486
990923.5,xsmall,Venus,0.000633730543823022
990923.5,milli,Emb,1.96308183654664
990923.5,milli,Jupiter,0.0152383711542486
990923.5,milli,Mars,0.0277052069013639
990923.5,milli,Mercury,0.0154632380015356
990923.5,milli,Neptune,0.000551226025545354
990923.5,milli,Saturn,0.0613364567331069
990923.5,milli,Uranus,0.00598791153736249
990923.5,milli,Venus,0.0188255351136003
990923.5,micro,Emb,179.218953248249
990923.5,micro,Jupiter,0.100584900267329
990923.5,micro,Mars,0.0716488812205123
990923.5,micro,Mercury,0.0382607258041383
990923.5,micro,Neptune,0.00378085554454932
990923.5,micro,Saturn,0.186923410862142
990923.5,micro,Uranus,0.0127464560987942
990923.5,micro,Venus,0.0759902648239563
990923.5,nano,Emb,180.276320355315
990923.5,nano,Jupiter,0.463934896724066
990923.5,nano,Mars,0.214528273135884
990923.5,nano,Mercury,0.274517249285783
990923.5,nano,Neptune,0.00479420127456076
990923.5,nano,Saturn,0.431890394914567
990923.5,nano,Uranus,0.0277088790060016
990923.5,nano,Venus,0.203522492125124
990923.5,pico,Emb,180.146374698937
990923.5,pico,Jupiter,0.588141650532411
990923.5,pico,Mars,1.38199873854769
990923.5,pico,Mercury,0.584204738694083
990923.5,pico,Neptune,0.0488168468234895
990923.5,pico,Saturn,0.17521634997105
990923.5,pico,Uranus,0.160322835864964
990923.5,pico,Venus,0.931314895734134
991442.204640921,xxlarge,Emb,0.0380988784104335
991442.204640921,xxlarge,Jupiter,4.95771078228577E-07
991442.204640921,xxlarge,Mars,4.72710292098207E-06
991442.204640921,xxlarge,Mercury,9.94591385224026E-06
991442.204640921,xxlarge,Neptune,7.48477342034234E-08
991442.204640921,xxlarge,Saturn,1.00802451694872E-08
991442.204640921,xxlarge,Uranus,1.20527476120762E-07
991442.204640921,xxlarge,Venus,1.09330064449164E-06
991442.204640921,xlarge,Emb,0.180691674508417
991442.204640921,xlarge,Jupiter,8.28753342778093E-06
991442.204640921,xlarge,Mars,3.66240092200897E-05
991442.204640921,xlarge,Mercury,3.49237712026708E-05
991442.204640921,xlarge,Neptune,1.6051453843686E-06
991442.204640921,xlarge,Saturn,3.89448139576401E-06
991442.204640921,xlarge,Uranus,1.06222068269117E-06
991442.204640921,xlarge,Venus,3.58214435692295E-05
991442.204640921,large,Emb,0.393528076496942
991442.204640921,large,Jupiter,8.84155531939701E-05
991442.204640921,large,Mars,0.000299835288804578
991442.204640921,large,Mercury,0.000200901491510112
991442.204640921,large,Neptune,3.60917077301525E-06
991442.204640921,large,Saturn,1.58835609476644E-05
991442.204640921,large,Uranus,2.02209425037504E-06
991442.204640921,large,Venus,0.000144616495168629
991442.204640921,small,Emb,1.52215620846066
991442.204640921,small,Jupiter,0.00053945504951047
991442.204640921,small,Mars,0.0019979721811314
991442.204640921,small,Mercury,0.00133467338626924
991442.204640921,small,Neptune,3.1836813825933E-05
991442.204640921,small,Saturn,5.02706567853042E-05
991442.204640921,small,Uranus,4.75248137347888E-05
991442.204640921,small,Venus,0.000497592181324419
991442.204640921,xsmall,Emb,1.27911133909873
991442.204640921,xsmall,Jupiter,0.00320376333901864
991442.204640921,xsmall,Mars,0.00216521795431583
991442.204640921,xsmall,Mercury,0.00361510632888722
991442.204640921,xsmall,Neptune,6.86952942642768E-05
991442.204640921,xsmall,Saturn,0.00498399494914653
991442.204640921,xsmall,Uranus,0.00100638386816134
991442.204640921,xsmall,Venus,0.00264187012181745
991442.204640921,milli,Emb,6.34127969078092
991442.204640921,milli,Jupiter,0.0254972874001223
991442.204640921,milli,Mars,0.0163241531304045
991442.204640921,milli,Mercury,0.0152118057261248
991442.204640921,milli,Neptune,0.000402086399801792
991442.204640921,milli,Saturn,0.0469242871400869
991442.204640921,milli,Uranus,0.00506473372892825
991442.204640921,milli,Venus,0.0101437995885596
991442.204640921,micro,Emb,28.3069348591728
991442.204640921,micro,Jupiter,0.0847406133725633
991442.204640921,micro,Mars,0.0626697411184448
991442.204640921,micro,Mercury,0.174499400523255
991442.204640921,micro,Neptune,0.00369708988957547
991442.204640921,micro,Saturn,0.146886070664168
991442.204640921,micro,Uranus,0.00981817475743535
991442.204640921,micro,Venus,0.0199079526681292
991442.204640921,nano,Emb,28.00577662323
991442.204640921,nano,Jupiter,0.608410724857635
991442.204640921,nano,Mars,0.108641861930527
991442.204640921,nano,Mercury,0.687311010043888
991442.204640921,nano,Neptune,0.00167406561939444
991442.204640921,nano,Saturn,0.346546655682387
991442.204640921,nano,Uranus,0.0222670884160155
991442.204640921,nano,Venus,0.134069551698704
991442.204640921,pico,Emb,28.1793859886266
991442.204640921,pico,Jupiter,0.116813477230908
991442.204640921,pico,Mars,1.04836115185623
991442.204640921,pico,Mercury,0.995936278926369
991442.204640921,pico,Neptune,0.0358839147600003
991442.204640921,pico,Saturn,0.292347328936961
991442.204640921,pico,Uranus,0.143511021617514
991442.204640921,pico,Venus,0.504612365609732
991633.973392024,xxlarge,Emb,0.0255477548129187
991633.973392024,xxlarge,Jupiter,7.52324669027673E-07
991633.973392024,xxlarge,Mars,4.2667788634336E-06
991633.973392024,xxlarge,Mercury,4.80584092596428E-06
991633.973392024,xxlarge,Neptune,9.45086408609037E-08
991633.973392024,xxlarge,Saturn,1.66463120270225E-07
991633.973392024,xxlarge,Uranus,3.57368677210196E-07
991633.973392024,xxlarge,Venus,1.79220801177906E-05
991633.973392024,xlarge,Emb,0.188131773462874
991633.973392024,xlarge,Jupiter,5.04876780792336E-06
991633.973392024,xlarge,Mars,0.000115905563476081
991633.973392024,xlarge,Mercury,5.97253191967219E-05
991633.973392024,xlarge,Neptune,8.88493553547225E-07
991633.973392024,xlarge,Saturn,6.45670717551091E-06
991633.973392024,xlarge,Uranus,3.55713373741776E-06
991633.973392024,xlarge,Venus,0.000221714921174285
991633.973392024,large,Emb,0.414950075492804
991633.973392024,large,Jupiter,7.33987843445089E-05
991633.973392024,large,Mars,0.000156110630158146
991633.973392024,large,Mercury,3.81713555537749E-05
991633.973392024,large,Neptune,2.74515183048449E-06
991633.973392024,large,Saturn,4.68110475233317E-05
991633.973392024,large,Uranus,7.67302874207861E-06
991633.973392024,large,Venus,0.000575822890527882
991633.973392024,small,Emb,1.88907224826034
