Version,Planet,Variable,Exponent,A,B,C
vsop87e,venus     ,z,1,     0.00000000253, 2.27887468784,    9999.98645077300
vsop87e,venus     ,z,1,     0.00000000205, 2.38357660053,     853.19638175200
vsop87e,venus     ,z,1,     0.00000000200, 1.60953815793,     543.91805909620
vsop87e,venus     ,z,1,     0.00000000207, 1.90716961392,    9103.90699411760
vsop87e,venus     ,z,1,     0.00000000210, 5.87638250776,     210.11770170030
vsop87e,venus     ,z,1,     0.00000000251, 5.58497774438,     217.23124870110
vsop87e,venus     ,z,1,     0.00000000233, 2.14466305631,     801.82093112380
vsop87e,venus     ,z,1,     0.00000000230, 4.92924491630,    3930.20969621960
vsop87e,venus     ,z,1,     0.00000000266, 0.49468027720,      73.29712585900
vsop87e,venus     ,z,1,     0.00000000305, 3.73514346008,   10596.18207843420
vsop87e,venus     ,z,1,     0.00000000231, 6.23978632212,    9830.38901398780
vsop87e,venus     ,z,1,     0.00000000258, 5.99544147559,      14.22709400160
vsop87e,venus     ,z,1,     0.00000000316, 2.29565820718,   10742.97651130560
vsop87e,venus     ,z,1,     0.00000000325, 0.20788633679,   11015.10647733480
vsop87e,venus     ,z,1,     0.00000000296, 0.68834496754,   19367.18916223280
vsop87e,venus     ,z,1,     0.00000000278, 4.22437893192,     191.44826611160
vsop87e,venus     ,z,1,     0.00000000343, 2.32388226037,     515.46387109300
vsop87e,venus     ,z,1,     0.00000000302, 5.15335876647,     632.78373931320
vsop87e,venus     ,z,1,     0.00000000368, 5.32358181908,     103.09277421860
vsop87e,venus     ,z,1,     0.00000000369, 1.25931663640,   25934.12433108940
vsop87e,venus     ,z,1,     0.00000000372, 1.80541993350,   17298.18232732620
vsop87e,venus     ,z,1,     0.00000000446, 5.55248874462,     199.07200143640
vsop87e,venus     ,z,1,     0.00000000352, 4.79823464785,      39.61750834610
vsop87e,venus     ,z,1,     0.00000000382, 0.29076532255,    4705.73230754360
vsop87e,venus     ,z,1,     0.00000000426, 2.83056359378,   14143.49524243060
vsop87e,venus     ,z,1,     0.00000000440, 1.71617898465,   20618.01935853360
vsop87e,venus     ,z,1,     0.00000000390, 5.10646391319,    9786.68735533500
vsop87e,venus     ,z,1,     0.00000000403, 1.25691345472,      36.64856292950
vsop87e,venus     ,z,1,     0.00000000415, 3.00153763564,   15720.83878487840
vsop87e,venus     ,z,1,     0.00000000533, 2.34579176940,      76.26607127560
vsop87e,venus     ,z,1,     0.00000000531, 1.77610826151,   11322.66409830440
vsop87e,venus     ,z,1,     0.00000000542, 1.44488755125,     110.20632121940
vsop87e,venus     ,z,1,     0.00000000559, 0.63256033185,    8624.21265092720
vsop87e,venus     ,z,1,     0.00000000645, 1.62570263847,    1052.26838318840
vsop87e,venus     ,z,1,     0.00000000686, 1.37692807485,   19896.88012732740
vsop87e,venus     ,z,1,     0.00000000739, 2.12600457660,    1066.49547719000
vsop87e,venus     ,z,1,     0.00000000894, 6.18769608247,    7860.41939243920
vsop87e,venus     ,z,1,     0.00000000775, 4.79688880139,     227.52618943960
vsop87e,venus     ,z,1,     0.00000001029, 5.86675536556,     149.56319713460
vsop87e,venus     ,z,1,     0.00000001026, 5.05449603850,     775.52261132400
vsop87e,venus     ,z,1,     0.00000001173, 0.00063234885,    1589.07289528380
vsop87e,venus     ,z,1,     0.00000001060, 4.40549998074,   19651.04848109800
vsop87e,venus     ,z,1,     0.00000001159, 2.31994412916,   10021.83728009940
vsop87e,venus     ,z,1,     0.00000001361, 0.40192228967,   13367.97263110660
vsop87e,venus     ,z,1,     0.00000001560, 3.28261094599,     316.39186965660
vsop87e,venus     ,z,1,     0.00000001749, 1.72876483551,    8635.94200376320
vsop87e,venus     ,z,1,     0.00000001957, 6.14586118921,   22003.91463486980
vsop87e,venus     ,z,1,     0.00000001893, 5.04556374323,   10988.80815753500
vsop87e,venus     ,z,1,     0.00000002131, 4.06053382034,     433.71173787680
vsop87e,venus     ,z,1,     0.00000002557, 1.61905357827,   18073.70493865020
vsop87e,venus     ,z,1,     0.00000002395, 1.34531028758,   10404.73381232260
vsop87e,venus     ,z,1,     0.00000002586, 3.01944725018,     639.89728631400
vsop87e,venus     ,z,1,     0.00000003681, 4.17406921354,   10239.58386601080
vsop87e,venus     ,z,1,     0.00000003297, 0.73050419137,    5507.55323866740
vsop87e,venus     ,z,1,     0.00000003589, 1.59383779306,   11790.62908865880
vsop87e,venus     ,z,1,     0.00000004681, 5.23427572089,   10186.98722641120
vsop87e,venus     ,z,1,     0.00000004254, 6.12140673022,       7.11354700080
vsop87e,venus     ,z,1,     0.00000005760, 0.27988422334,    9153.90361602180
vsop87e,venus     ,z,1,     0.00000005390, 5.37203588853,    2352.86615377180
vsop87e,venus     ,z,1,     0.00000004978, 4.29826949554,     419.48464387520
vsop87e,venus     ,z,1,     0.00000008010, 5.28413417446,      38.13303563780
vsop87e,venus     ,z,1,     0.00000007822, 5.54315419538,    1577.34354244780
vsop87e,venus     ,z,1,     0.00000009557, 2.27891093355,    9437.76293488700
vsop87e,venus     ,z,1,     0.00000011139, 4.85437878205,   30639.85663863300
vsop87e,venus     ,z,1,     0.00000012132, 2.31169793598,     522.57741809380
vsop87e,venus     ,z,1,     0.00000013710, 1.71243761670,     536.80451209540
